KX561265.1,155900
JN860316.1,182688
KM135204.1,77133
KT826374.1,1759292
EU642083.1,152509
KU713366.1,77133
KF557606.1,77133
KF712663.1,77133
MF089768.1,77133
KX480605.1,155900
FN659478.1,77133
KX476025.1,155900
KC432340.1,77133
KY190684.1,77133
KX419765.1,9690
KC507831.1,356254
KM133965.1,77133
KU052688.1,1778664
HM128577.1,77133
HM357077.1,77133
KU154568.1,77133
KX477533.1,155900
KR814270.1,293402
KX635429.1,77133
KC933962.1,543018
MF689050.1,391953
HQ697276.1,8325
FJ672099.1,77133
MF089324.1,77133
KU308529.1,756884
KP054133.1,77133
KY458700.1,77133
EU741302.1,77133
AB990523.1,77133
KU150391.1,77133
AY689654.1,1211
JX291753.1,1141622
KT318760.1,1855837
HQ386338.1,1211
KX898006.1,9902
MF383464.1,1965294
MF177020.1,662561
AB990488.1,77133
AM935195.1,179883
JQ745796.1,77133
JX704942.1,77133
LT671832.1,1927870
MH314888.1,77133
GQ302544.1,1211
MG182514.1,9606
LK392396.1,199683
KX480580.1,155900
MG788922.1,239
KM338706.1,77133
KX977125.1,77133
KR029525.1,77133
DQ785307.1,77133
KM166460.1,77133
MF090292.1,77133
FJ363752.1,77133
KY029047.3,337779
KU968048.1,77133
AY707569.1,155900
MF148219.1,77133
EU542476.1,77133
KU156128.1,77133
EU790316.1,77133
KP202286.1,61405
KU353711.1,37011
MH245056.1,436515
KJ202613.1,36722
HQ904273.1,77133
HQ636414.1,115547
KM337084.1,77133
LN835821.1,77133
KC496272.1,77133
JQ505010.1,77133
KC193762.1,7950
KY798193.1,9606
MF491978.1,152509
KX561842.1,155900
AB119075.1,36721
HQ710586.1,52555
JX671996.1,77133
JQ322881.1,1144850
KJ659404.1,1211
KY943682.1,77133
GQ339233.1,77133
JF417815.1,77133
MH154087.1,115547
KM344232.1,77133
KX504436.1,77133
JQ415968.1,77133
FR848805.1,77133
KP289200.1,511044
MG266397.1,239
KF150205.1,6669
KU967736.1,77133
KT122141.1,171953
KT072489.1,115547
KM165969.1,77133
EU403719.1,77133
AM075695.1,77133
FJ202961.1,77133
KX472067.1,155900
KX771503.1,77133
FJ570416.1,152509
MH313490.1,77133
JN634183.1,293405
KX156788.1,1856607
KF100812.1,100272
KY942251.1,77133
JN626745.1,77133
KF411693.1,152509
MH041095.1,77133
HQ532631.1,152507
LC094569.1,1751098
KU966228.1,77133
KF037911.1,77133
KP183087.1,543108
JQ776382.1,77133
KX753138.1,77133
KF963728.1,77133
KC933981.1,1230362
MG462891.1,1502
KU149976.1,77133
KU970115.1,77133
FJ569134.1,77133
FQ746917.1,32644
NR_113980.1,564835
HQ853003.1,77133
KY606936.1,459529
FQ660006.1,164851
KU151479.1,77133
KJ202609.1,36722
EU978697.1,77133
MH312216.1,77133
KM306550.1,77133
JN532986.1,155900
MH538944.1,30531
KR673868.1,77133
KX711900.1,996
KF899988.1,77133
HQ223390.1,155900
MH112800.1,198431
JQ190263.1,77133
MF088115.1,77133
JX223916.1,77133
NR_121697.2,1502
KM386849.1,1522843
AY292710.1,235651
KX636061.1,77133
LM656142.1,1530527
EU295934.1,303921
KX568611.1,155900
HQ636360.1,115547
CP021776.1,550
JN838089.1,77133
KX932751.1,56765
KM314117.1,77133
MG788807.1,239
KM277190.1,137771
EU773363.1,77133
XR_003218638.1,8128
LN560464.1,77133
FR848760.1,77133
KT309044.1,1732171
KY996860.1,1872122
MF492890.1,199683
KX211954.1,37012
HM438725.1,77133
KM179354.1,77133
MF090190.1,77133
JX396116.1,77133
FJ823180.1,77133
KT964306.1,1824565
KJ424453.1,115547
MF176981.1,662561
JF747969.1,77133
GQ244310.1,59899
KX570684.1,77133
AB997140.1,115547
NR_103114.1,643561
GQ264620.1,224669
GU935361.1,756687
AB265939.2,171953
JN693970.1,179883
KX570705.1,77133
MF680041.1,88823
MF151978.1,239
KX981244.1,341027
KM119560.1,77133
KM165455.1,77133
MH155103.1,77133
JX971539.1,869962
AB996938.1,115547
JX686233.1,77133
JQ195378.1,77133
KR154312.1,1804636
AB990477.1,77133
MF508569.1,77133
AM110080.2,576611
XR_003218615.1,8128
KX565981.1,155900
HM921122.1,77133
JQ800204.1,1180225
JX673441.1,77133
LN736156.1,77133
AB244113.1,136703
KT033901.1,9913
MF774175.1,341027
LC266691.1,77133
KM306664.1,77133
CP028293.1,80870
AB990467.1,77133
KF899940.1,77133
MG002120.1,77133
HQ184042.1,9913
JN694509.1,77133
KJ637997.1,8839
HQ622777.1,9580
KX634823.1,77133
KR332977.1,77133
KM130745.1,77133
KT184462.1,9913
HE574189.1,77133
KC666206.1,77133
FJ949377.1,171953
KM134560.1,77133
EU640536.1,246143
KM344033.1,77133
AP017397.1,36240
KY012611.1,77133
KX472291.1,155900
HQ653888.1,77133
MH147115.1,77133
JN038270.1,77133
JQ216306.1,77133
L34612.2,39480
FN178461.2,604330
KX482079.1,155900
GQ264166.1,77133
KY638692.1,25385
AB205951.1,77133
KX482184.1,155900
FJ546821.1,77133
KJ513095.1,47934
JN838231.1,77133
KY851283.1,176307
EF029945.1,213851
HQ622767.1,9580
JF207111.1,77133
MF090678.1,77133
GU323338.1,326523
KC661941.1,29281
HQ176660.1,77133
AP013287.1,9606
KF361499.1,303369
LC193021.1,77133
CP029070.1,1390
MF088911.1,77133
KT189185.1,991135
KU274232.1,77133
MG801074.1,381093
KX856574.1,115547
MG516953.1,996
CP021237.1,1986952
KM207468.1,77133
KY944241.1,77133
KM410805.1,198431
JQ207579.1,77133
KX977199.1,77133
KY943547.1,77133
KF094457.1,77133
JQ495372.1,77133
MF088925.1,77133
LC354153.1,77133
KM590572.1,52553
HQ178703.1,77133
JX564348.1,77133
MF069248.1,8839
KX911377.1,191816
KT825848.1,1729100
MH314130.1,77133
GU934055.1,77133
DQ131210.1,213853
KU175879.1,165437
EF073717.1,152509
MF794811.1,77133
KX937721.1,203449
EU634504.1,114243
MH221927.1,77133
JN505173.1,155900
FQ660243.1,164851
MH315105.1,77133
KJ424505.1,115547
AB659001.1,77133
FQ723264.1,32644
KX566833.1,155900
KX618523.1,59620
XM_024928778.1,9597
JN038986.1,171953
KC433007.1,77133
MF794876.1,77133
DQ004776.1,77133
CU918427.1,77133
KJ439039.1,584
AC131055.10,9606
MF806573.1,77133
AB753958.1,77133
KM333330.1,77133
KT072319.1,115547
HM623733.1,77133
FQ748298.1,32644
KU155317.1,77133
GQ263490.1,77133
MF494062.1,166587
CP029615.1,1598
KM313899.1,77133
NR_118462.1,1227739
KM316920.1,77133
KX473385.1,155900
KJ645580.1,77133
KR321131.1,77133
MG001436.1,9796
KP233446.1,74426
AB990479.1,77133
KX472622.1,155900
JQ190391.1,77133
KR867679.1,8869
EF029964.1,213854
EU800121.1,77133
KM590608.1,1677826
KM328737.1,77133
JX172470.1,77133
KY638688.1,60087
KP686641.1,77133
FM201016.1,77133
HG962402.1,1473561
MF794804.1,77133
KM165837.1,77133
LN804996.1,166587
KT796573.1,115547
KX856546.1,115547
JQ357684.1,77133
HE857478.1,77133
HQ729834.1,171953
JQ309092.1,77133
NR_076824.1,34073
KX941431.1,115547
KR329490.1,77133
HQ763190.1,155900
JQ482180.1,77133
KX941411.1,115547
GQ124115.1,77133
KX977250.1,77133
KF230128.1,77133
MF086940.1,77133
FJ612255.1,77133
KX568362.1,155900
KT832614.1,207831
KM326896.1,77133
KP233438.1,74426
JN590874.1,137771
AY193293.1,221218
FJ946332.1,77133
KJ154913.1,9606
LM651936.1,1295078
FN296975.1,77133
KM309002.1,77133
KX481736.1,155900
KX477021.1,155900
KX771641.1,77133
HE577738.1,77133
HE857243.1,77133
MG346179.1,77133
KY288987.1,1925669
MG016220.1,77133
DQ003162.1,86473
FJ951588.1,9606
KX483634.1,155900
KC463366.1,1211
KM410216.1,210195
KY943497.1,77133
JN837910.1,77133
AB270118.1,136703
KY682743.1,61403
KF141758.1,115547
JX395570.1,77133
KM386852.1,1522816
HQ176712.1,77133
MG001418.1,9796
HE604075.1,77133
AM935259.1,179883
KX476722.1,155900
MH472803.1,180441
MH348837.1,363849
KM344011.1,77133
MF090342.1,77133
KU681886.1,77133
MH245055.1,436515
HM445984.1,77133
KX941382.1,115547
JX258109.1,77133
LN565019.1,77133
KM410380.1,198431
KX456312.1,165435
KU973396.1,77133
FQ722533.1,32644
HM128582.1,77133
MH315301.1,77133
JX869244.1,167235
HM356255.1,77133
XM_024803268.1,106582
XR_003218676.1,8128
CP024812.1,2051905
KX484884.1,155900
JX489953.1,164851
MF491963.1,59620
FJ351052.1,77133
CP012165.1,301102
KM314456.1,77133
AB512145.1,658160
JQ185069.1,77133
DQ647591.2,77133
NR_116979.1,652788
KJ202640.1,36722
EU375426.1,77133
MH312133.1,77133
AM490693.1,77133
JQ493801.1,77133
LN736144.1,77133
HM856468.1,239729
AY147244.1,213854
KC551646.1,77133
EU644237.1,77133
KX977164.1,77133
KC757411.1,9590
KM173034.1,77133
MF152370.1,158754
LT718714.1,115547
MF086914.1,77133
MH553022.1,2021368
EF373070.2,28693
MG596706.1,2057276
KX256180.1,224733
GQ340338.1,77133
MG001435.1,9796
MF152051.1,239
KJ154937.1,9606
KU966348.1,77133
MF087417.1,77133
KT265779.1,1766896
KU966553.1,77133
KX001793.1,1857108
KT943516.1,286572
GU247834.1,152507
X84598.1,77133
LT727870.1,308680
JX997167.1,1278255
KM161953.1,77133
KF070270.1,77133
KM590609.1,1285454
FM956631.1,77133
KU149205.1,77133
KM125646.1,77133
KX938025.1,203449
AM935834.1,179883
KC661946.1,29281
KM410899.1,198431
AY121989.1,9870
AB635909.1,77133
JN408290.2,1076619
LN572750.1,77133
MG262351.1,1593301
KF899983.1,77133
LN561029.1,77133
MH189416.1,115547
DQ996969.1,156588
KX570485.1,155900
KU198920.1,34087
MF087407.1,77133
HQ832696.1,77133
JX672111.1,77133
JF178428.1,77133
AY438901.1,77133
MG002064.1,77133
DQ676449.1,221218
KX532989.1,203449
CP024113.1,580165
MG182527.1,9606
KX936436.1,56765
AY894835.1,4787
KU152229.1,77133
FR749816.1,77133
KR322651.1,77133
EU404040.1,152509
GQ221385.1,114243
KU173687.1,152509
KX504818.1,77133
MH205696.1,77133
KM343872.1,77133
JX473210.1,1211
KT223620.1,1758172
MG270948.1,81726
KJ772514.1,52407
JQ216145.1,77133
FN690535.1,152704
AM084410.1,77133
HQ260945.1,77133
JQ800952.1,77133
JX491385.1,1245118
KM164519.1,77133
JQ942055.1,77133
CP026692.1,1618022
KJ834126.1,115547
KX570706.1,77133
JN825511.1,34034
MF091587.1,77133
HQ531154.1,152507
MH314237.1,77133
AF379699.1,77133
KC197462.1,77133
KU243257.1,77133
KX584709.1,77133
JF488103.1,1010147
LM652129.1,1295078
KX584688.1,77133
KP266501.1,77133
GU375105.1,164851
HQ323149.1,77133
KM338440.1,77133
AY328768.1,77133
JQ072438.1,77133
AY626352.1,6669
MG008765.1,1411316
KC953095.1,126835
AC132825.8,9606
MG788846.1,239
CP028294.1,80870
KC496138.1,77133
JX255244.1,77133
KP686645.1,77133
MF090633.1,77133
KR068040.1,136703
KM313633.1,77133
KU192383.1,77133
HM129876.1,77133
FN994009.1,77133
KX553933.1,9902
JQ810412.1,77133
HQ904943.1,77133
MF177011.1,662561
JQ492615.1,77133
MF592264.1,510946
MF362710.1,9606
MG736676.1,9913
KU515346.1,77133
DQ330697.1,221218
MF560899.1,77133
CP019402.1,150123
KU149988.1,77133
KX633631.1,77133
DQ148352.1,223488
KC498468.1,77133
MH154391.1,77133
KJ655420.1,77133
MG002165.1,77133
KX504423.1,77133
MF613214.1,77133
MG516974.1,996
KU683423.1,9606
KJ202622.1,36722
KM006916.1,183213
MF375337.1,78607
FR687054.1,77133
AB990456.1,77133
HM050715.1,77133
KX570320.1,155900
CU466726.1,152509
JF175064.1,77133
JF443749.1,1027566
JQ497032.1,77133
KY457400.1,77133
KP724811.1,77133
KJ818707.1,77133
KM182564.1,77133
KX197128.1,207831
JN628850.1,323800
KX934894.1,203449
KX504917.1,77133
MF169210.1,9913
GU189658.1,9597
MH064224.1,285
HQ532152.1,152509
MG827305.1,239
KU155067.1,77133
FJ971085.1,9913
KX977142.1,77133
KX911370.1,191816
KJ513111.1,1486453
JF982343.1,171953
KX564330.1,155900
AB630790.1,77133
KC193741.1,7950
KJ192052.1,137771
KX481919.1,155900
FM956739.1,77133
KY943774.1,77133
KX559550.1,155900
JQ487713.1,77133
GQ183290.1,166587
KU147742.1,77133
AY212608.1,77133
DQ463250.1,77133
KC345820.1,9606
HQ386594.1,914364
MH112799.1,198431
KM347700.1,77133
AB659206.1,77133
KJ015678.1,77133
DQ131213.1,213854
KC925184.1,77133
LT634150.1,1920418
KM311471.1,77133
LC177568.1,115547
KM166995.1,77133
KM308948.1,77133
KC193729.1,7950
KR327890.1,77133
KX479712.1,155900
CU924379.1,77133
KR872397.1,1739126
LN735399.3,1606608
EF438202.1,246143
XR_003218738.1,8128
MG859580.1,341027
KF900019.1,77133
MH100900.1,2026654
KU057255.1,50378
JX576156.1,215775
KX478316.1,155900
KX480662.1,155900
GQ352660.1,238709
JX223162.1,77133
EU642303.1,246143
KU149026.1,77133
MH252170.1,293402
KU280432.1,77133
EU640587.1,152509
LC319772.1,136072
KU308547.1,37012
KM180731.1,77133
KX592177.1,9902
KC661888.1,29281
KM335086.1,77133
LC082204.1,1713631
LN565820.1,77133
JN317048.1,547489
KX941436.1,115547
KP724823.1,77133
AB513946.1,77133
HQ214803.1,152507
KY476608.1,1411316
KF098042.1,100272
GU912868.2,77133
JF222434.1,77133
KR320247.1,77133
GU472713.1,212696
KX566995.1,155900
KX633838.1,77133
FN825821.1,1855634
KX419767.1,9690
AB930804.1,77133
GU926064.1,77133
MF498178.1,77133
MH085279.1,77133
KC358107.1,77133
HM129277.1,77133
KX419744.1,9690
JQ215280.1,77133
HQ176746.1,77133
LN929600.1,77133
JQ942095.1,77133
GU247877.1,152507
JQ499294.1,77133
KX559484.1,155900
KC873418.1,77133
GQ363620.1,77133
MF806568.1,77133
KY327795.1,1928079
CP021970.1,1402
HE654985.1,152507
HQ436847.1,77133
KR107126.1,77133
KU094576.1,9101
XM_012058929.1,9531
KY943485.1,77133
JQ745794.1,77133
KM180060.1,77133
LC372800.1,77133
KP202277.1,61379
JF986421.1,166587
KX856537.1,115547
JN191232.1,37012
AB745885.1,77133
KX774226.1,429431
KM309851.1,77133
JX672732.1,115547
FQ730077.1,32644
LC082182.1,1488663
KX635260.1,77133
KX911409.1,191816
MF088837.1,77133
KX481376.1,155900
KX771449.1,77133
MF087595.1,77133
MG244221.1,9606
KY682738.1,61403
MG596685.1,2057255
AB657461.1,77133
HM153626.1,120965
DQ131209.1,213853
KM132030.1,77133
MF373880.1,77133
HQ400826.1,914766
MH113040.1,198431
KT216625.1,1756614
LC257548.1,77133
KM320001.1,77133
KM308964.1,77133
EU634547.1,77133
JN242766.1,1107859
KU153053.1,77133
KX483643.1,155900
HM129242.1,77133
MG462890.1,1502
KY886078.1,115547
KC507855.1,356254
KF469287.1,8839
MF361078.1,77133
HQ614091.1,164850
NR_134789.1,1393051
JN242781.1,1107859
NR_043554.1,336819
EF664118.1,344338
AL603714.11,10090
KY628839.1,1411316
KX484551.1,155900
KJ635876.1,350894
MF091520.1,77133
KM317876.1,77133
KX635038.1,77133
KJ644990.1,115547
KY458724.1,77133
FP077902.1,77133
KC009704.1,77133
MF492068.1,171953
FN429707.1,1855585
LM656116.1,1530501
KX977201.1,77133
LC217418.1,1961611
KX564465.1,155900
MF086764.1,77133
FJ466196.1,77133
FQ710536.1,32644
KR315486.1,77133
KC507849.1,356254
EU133951.1,77133
KX570199.1,155900
FQ741214.1,32644
AB997223.1,115547
EU179055.1,77133
JF982824.1,77133
MG462893.1,1502
FP083096.1,77133
JN868733.1,77133
KX568320.1,155900
KX163482.1,77133
KX001794.1,1857109
KU968394.1,77133
KP686668.1,77133
KM143373.1,77133
NC_037997.1,1234821
KC788639.1,1323943
MF098532.1,1987162
AC012365.6,9606
KC875583.1,115547
NR_076590.1,515620
LC257552.1,77133
LC082198.1,1488663
KY942818.1,77133
EF111211.1,152509
KT287587.1,77133
AC146433.3,9598
MG763158.1,239
LC257560.1,77133
KX419769.1,9690
KM200501.1,77133
LN880483.1,77133
JQ086875.1,218292
KX015139.1,185454
KY194491.1,77133
KJ154906.1,9606
KM590576.1,52553
KX560352.1,155900
MG788879.1,239
KX911407.1,191816
KJ154829.1,9606
KY018686.1,701737
JX307572.1,77133
GQ264671.1,345747
JN117151.1,77133
MH112885.1,198431
KC110475.1,77133
KX014421.1,77133
MF492853.1,77133
KM164239.1,77133
MF152074.1,239
GQ264643.1,223855
AB936777.1,1502729
MH252191.1,293402
JF697427.1,77133
KC911547.1,9606
KM121449.1,77133
LT218297.1,77133
JF982162.1,152507
KJ808048.1,77133
KX936448.1,56765
HM346829.1,77133
KY018649.1,701737
KM326053.1,77133
FN429666.1,576611
KM052464.1,166587
AY667214.1,66440
HQ763116.1,155900
AB930612.1,77133
EU869400.1,77133
KY455448.1,77133
CP021038.1,33014
MG681081.1,36305
MH313255.1,77133
JF982249.1,1211
MH313815.1,77133
KY018655.1,701737
KX482623.1,155900
KX566773.1,155900
LT571436.1,28091
KM974663.1,1604010
DQ148332.1,345744
MG596704.1,2057274
LC325271.1,2040608
AC021451.8,9606
FQ721023.1,32644
KM345872.1,77133
MF091601.1,77133
HQ008133.1,77133
KF008901.1,543029
KM337562.1,77133
GU174660.1,77133
FJ484542.1,114706
KJ756920.1,77133
KT951691.1,1538644
HQ645189.1,77133
KU243250.1,77133
KU967284.1,77133
HE614741.1,166587
EU741530.1,77133
LM656118.1,1530503
KM340247.1,77133
KM128511.1,77133
LC017388.1,137771
HQ532712.1,152507
EF393562.1,77133
FM956602.1,77133
KM306313.1,77133
HQ176707.1,77133
KF704734.1,120965
KX480512.1,155900
MG803678.1,165437
KX911399.1,191816
FN429662.1,1743166
JN981886.1,86027
KU969249.1,77133
KM329819.1,77133
JF175257.1,77133
KY638671.1,568189
KP233379.1,147207
KJ834157.1,115547
MG952602.1,935224
JQ216598.1,77133
KX553934.1,9902
KM386848.1,1522841
KU148303.1,77133
KX560336.1,155900
FN429686.1,576611
KY799075.1,9606
KM319545.1,77133
FP083276.1,77133
KJ794187.1,75865
KM344895.1,77133
KC934028.1,1211
KX935026.1,203449
KU315482.1,1775165
KM185239.1,77133
AB034002.1,107044
JN626729.1,77133
GQ264597.1,224668
MF088614.1,77133
JF218414.1,77133
JF984039.1,120965
KC193766.1,7950
KP717517.1,100233
MG788877.1,239
HE860866.1,1211
JN032767.1,77133
JX139630.1,77133
HE574244.1,77133
FJ437893.1,77133
EU802039.1,77133
MG788918.1,239
LK021115.2,1499681
HQ904803.1,77133
KP726260.1,1699685
KU265568.1,77133
JQ657964.1,77133
KU758897.1,1867105
KU259573.1,77133
KX559799.1,155900
AM490825.1,303370
HG962399.1,226870
JX040323.1,77133
KC245326.1,77133
KU057235.1,9988
KJ783044.1,77133
GU233598.1,77133
JX396184.1,77133
HQ115558.1,77133
JQ282800.1,541010
KJ014671.1,77133
MF040561.1,77133
MG462889.1,1502
JQ481708.1,77133
KT308602.1,165435
KC193742.1,7950
FJ509007.1,77133
JX851521.1,77133
KU565385.1,1912076
MH112013.1,198431
FP084007.1,77133
KX938003.1,203449
EF516457.1,77133
KY963969.1,164243
JN038770.1,1211
KX941335.1,115547
NR_148857.1,1211324
KP792486.1,109238
KM339674.1,77133
GU296584.1,9606
KP895309.1,77133
KF842006.1,77133
KT072990.1,1754005
LK025544.2,77133
KP763260.1,77133
JN694559.1,77133
KM268298.1,115547
KM169394.1,77133
KM386851.1,1522824
JN656728.1,77133
KM333906.1,77133
JQ942044.1,77133
NR_113009.1,685828
KX177555.1,77133
JQ190825.1,77133
MG234523.1,2047996
MH255596.1,285
KM218875.1,1563447
LC087379.1,1006557
KM332249.1,77133
KF070932.1,77133
KM178286.1,77133
MF362175.1,2014581
KR912197.1,1661028
KM150806.1,77133
HQ178746.1,77133
KJ446683.1,9606
FQ757180.1,32644
MF040547.1,77133
JF175596.1,77133
MH313185.1,77133
KP266477.1,77133
JF983972.1,156588
KX633241.1,77133
HM128654.1,77133
FN297460.1,77133
KC433192.1,77133
KJ794189.1,8845
MF592289.1,1411316
LN828892.1,114704
KU281759.1,77133
KM127186.1,77133
MF089347.1,77133
GU180006.1,179883
KX675270.1,9606
MH147678.1,77133
AB990433.1,77133
LN736049.1,77133
KJ191949.1,77133
KU057229.1,9988
KM268212.1,115547
EU642343.1,257470
AB127720.1,257064
AF277285.1,6669
EU295936.1,303921
KX911397.1,191816
HQ597287.1,171953
KT342550.1,77133
KM116119.1,1561717
MG182526.1,9606
KM162370.1,77133
KX480653.1,155900
EU034494.1,77133
KM164813.1,77133
EU354647.1,77133
KJ015884.1,77133
MH150669.1,77133
LC104279.1,77133
KM130414.1,77133
EF020122.1,77133
MH252182.1,293402
XR_003218715.1,8128
KC562996.1,77133
JQ186868.1,77133
KR363750.1,207831
JF181418.1,77133
MH085286.1,77133
KM171218.1,77133
CP026514.1,2079227
FP083340.1,77133
KJ743338.1,77133
KR095207.1,77133
FQ712593.1,32644
AM110105.2,576611
FR871629.1,77133
KC664093.1,77133
KC786655.1,77133
JQ496369.1,77133
KX898012.1,9902
KM320137.1,77133
HQ531865.1,152509
KP202270.1,61388
KM163139.1,77133
LC108826.1,115547
KX566875.1,155900
FN675615.1,75839
HE998882.1,77133
MG182529.1,9606
KX272653.1,163617
LT727887.1,3336
HE857597.1,77133
FJ612203.1,77133
KR319753.1,77133
GQ264604.1,321091
NC_037223.1,179741
EF052180.1,183512
KX981268.1,1411316
KX479396.1,155900
AY292691.1,9986
KM342389.1,77133
KM315186.1,77133
AB990487.1,77133
JX105635.1,77133
EF029946.1,213851
JN656772.1,152507
NC_037429.1,2107774
KX419746.1,9690
MH315807.1,77133
HQ622773.1,9580
LT574646.1,221218
KX504881.1,77133
KM314217.1,77133
LT634149.1,1920417
MF492272.1,152509
MG182521.1,9606
GQ327260.1,136703
KM410422.1,198431
KM155908.1,77133
FN429728.1,1855625
JX105629.1,77133
MG669247.1,1882438
MG711324.1,2065389
MH150739.1,77133
MH252151.1,293402
LT827128.1,1841863
MH113089.1,198431
GQ396914.1,77133
MH153983.1,115547
AY227550.1,226835
CP002865.1,579138
FP077921.1,77133
MF988710.1,1502
KU149412.1,77133
KX485234.1,155900
KC189624.1,77133
FQ729639.1,32644
KM347234.1,77133
MF087491.1,77133
KP939040.1,1188008
KX482033.1,155900
AB929296.1,77133
JX105621.1,77133
HQ437665.1,9902
MG859577.1,285
KM817862.1,52548
KM166057.1,77133
EF580945.1,77133
FJ833285.1,77133
MG182515.1,9606
CP028300.1,80870
CP003715.1,627343
KM205504.1,164851
MF152037.1,239
GU913368.1,77133
LT840688.1,77133
KM324972.1,77133
EF373072.2,61263
KX458005.1,2029981
KM172033.1,77133
GU934007.1,77133
FJ437978.1,77133
MG788892.1,239
KF156760.1,75854
EF651057.1,344338
LN614650.1,1560943
MG859629.1,34028
KP994482.1,165434
AP017560.1,685565
HQ532695.1,152507
KP792488.1,137771
NC_037994.1,44683
KX856570.1,115547
KX545367.1,126429
KF469185.1,338821
KY942654.1,77133
JF235700.1,77133
MF491898.1,171953
KC245405.1,77133
HQ127138.1,174292
KM165811.1,77133
HQ763229.1,155900
AY164524.1,8845
FN296846.1,77133
JN452472.1,155900
EU639952.1,77133
KX936634.1,56765
JX047142.1,77133
FP078220.1,77133
KY012368.1,77133
MG544925.1,362413
XR_003218780.1,8128
KX532924.1,203449
KU155151.1,77133
MH553023.1,2021368
MF493305.1,291204
DQ261282.1,77133
KM163058.1,77133
LN715963.1,77133
KX479896.1,155900
HM129458.1,77133
NC_037415.1,113624
KM161603.1,77133
HM130011.1,77133
KX635279.1,77133
AJ584639.1,8296
MG797642.1,319931
KC708880.1,171245
EF029960.1,213854
AB661291.1,77133
KX509776.1,77133
JX505237.1,554346
U59174.1,34861
HQ598384.1,171953
EF029940.1,213851
KM164629.1,77133
KX938007.1,203449
MG430666.1,77133
KC831425.1,77133
KY638684.1,43522
HM584323.1,77133
KM298119.1,77133
MG596759.1,2057322
KM310136.1,77133
KF183030.1,1129257
XM_005948976.2,8153
LC257576.1,77133
KY018652.1,701737
KX476985.1,155900
KX941409.1,115547
KC137940.1,77133
HQ190372.1,77133
HQ622796.1,9590
KP054412.1,77133
LN735338.3,1606605
CP002521.1,643561
MG965965.1,1869227
FP077755.1,77133
KC507822.1,356254
GQ264610.1,223771
JQ941998.1,77133
KM166843.1,77133
KX959469.1,30576
DQ824014.1,77133
MG001424.1,9796
JQ269255.1,1165178
KM165402.1,77133
KX197150.1,207831
KC886779.1,165435
FN429669.1,576611
CU918470.1,77133
HG917503.1,77133
KC858858.1,89968
HM129967.1,77133
JQ487598.1,77133
LK024709.2,77133
FN429836.1,166587
AB930752.1,77133
AB902792.1,77133
CP027868.1,492670
KX097518.1,77133
JX521110.1,77133
KJ015468.1,77133
KU967049.1,77133
KJ424458.1,115547
MF493290.1,77133
LC213267.1,34034
LK023523.1,77133
JX671903.1,77133
JN656754.1,152509
HE857247.1,77133
JQ483850.1,77133
KR072558.1,1718785
KM590566.1,52553
KM343148.1,77133
KX504171.1,1411316
KJ834172.1,115547
KR333672.1,77133
